status_id,screen_name,created_at,hashtags,lon,lat,user_location
00bb06f810022a24,subalgebraic_iberianemeraldlizard,Sat Jan 21 20:59:51 +0000 2017,womensmarch,-77.036700,38.895100,Brasil
89a4bab1b3d70958,lengthy_boar,Sat Jan 21 20:58:36 +0000 2017,womensmarch,-77.023611,38.890000,"Washington, D.C."
4a389c22a27a4099,subalgebraic_iberianemeraldlizard,Sat Jan 21 20:58:28 +0000 2017,womensmarch,-77.036700,38.895100,Brasil
63a68771f9aa081f,skilled_sheep,Sat Jan 21 20:58:05 +0000 2017,womensmarch,-77.036700,38.895100,
97fb70fcf7cd4a9a,subalgebraic_iberianemeraldlizard,Sat Jan 21 20:57:24 +0000 2017,womensmarch,-77.036700,38.895100,Brasil
1a644bc95e6424fa,undigestible_wryneck,Sat Jan 21 20:54:28 +0000 2017,womensmarch washingtondc,-77.014593,38.889574,
de76242912915edc,physiological_australianfreshwatercrocodile,Sat Jan 21 20:54:08 +0000 2017,riseofwomenriseofnation whyimarch cometogether speakout usa womensmarch,-77.030087,38.890148,"WEST HOLLYWOOD, CA"
5a4b2d9c920705e1,techy_laughingthrush,Sat Jan 21 20:52:41 +0000 2017,womensmarch misspiggy muppets,-77.029929,38.891374,
c15ab69264563d4e,conspiratorial_annelida,Sat Jan 21 20:52:32 +0000 2017,womensmarch womensmarchonwashington,-77.023611,38.890000,Wonderland
432b413bfeecd011,troubled_woollybearcaterpillar,Sat Jan 21 20:52:31 +0000 2017,WomensMarch,-77.036700,38.895100,"Astoria, NY"
459d60e1682625a7,acoustic_axolotl,Sat Jan 21 20:52:16 +0000 2017,womensmarch,-77.033109,38.889024,"Boston, MA"
ad9cdf45f9849683,illlooking_spider,Sat Jan 21 20:52:07 +0000 2017,womensmarchonwashington womensmarch hamilton yesnewfriends work theschuylersisters,-77.023611,38.890000,
491b60f91633ac7c,troubled_woollybearcaterpillar,Sat Jan 21 20:51:46 +0000 2017,WomensMarch NastyWomen,-77.036700,38.895100,"Astoria, NY"
7092c7a0b5f3ee42,conspiratorial_annelida,Sat Jan 21 20:51:41 +0000 2017,womensmarch captainamerica,-77.036700,38.895100,Wonderland
7186fb50c0740999,grasslike_galago,Sat Jan 21 20:51:33 +0000 2017,FredEvents WomensMarch,-77.036700,38.895100,Washington DC
b189d60654770c49,stormy_bluebreastedkookaburra,Sat Jan 21 20:50:19 +0000 2017,womensmarch,-77.036700,38.895100,"Queens, NY"
9005b64a36d5dc4d,sprightly_alligatorsnappingturtle,Sat Jan 21 20:50:07 +0000 2017,womensmarch,-77.036667,38.895111,"Brooklyn, NY"
1e71732f33df7b46,hypoallergenic_ladybird,Sat Jan 21 20:49:42 +0000 2017,womensmarch refusefascism nofascistusa,-77.014593,38.889574,nueva jor
a20a7004334a105b,ladylike_hake,Sat Jan 21 20:49:42 +0000 2017,womensmarch herstory somanypeople,-77.023611,38.890000,"Washington, D.C."
ca0af2a36828a3be,grasslike_galago,Sat Jan 21 20:49:41 +0000 2017,FredEvents WomensMarch,-77.036700,38.895100,Washington DC
b58a892a4ef5cf33,conspiratorial_annelida,Sat Jan 21 20:49:37 +0000 2017,womensmarch protestingispatriotic fighttogether,-77.023611,38.890000,Wonderland
c8682e0aed307c84,forgivable_viceroybutterfly,Sat Jan 21 20:45:57 +0000 2017,womensmarchonwashington womensmarch,-77.023611,38.890000,NYC/Germany/Milford PA
b8656e28d4e231f6,spooky_honeybee,Sat Jan 21 20:45:55 +0000 2017,womensmarch womensmarchonwashington,-77.027228,38.894106,DC via Memphis
66b3340df1796a72,confirmatory_bufeo,Sat Jan 21 20:45:31 +0000 2017,womensmarchonwashington womensmarch,-77.023611,38.890000,N 38°56' 0'' / W 77°1' 0''
c9b1671a8a74c0ba,sprightly_alligatorsnappingturtle,Sat Jan 21 20:44:06 +0000 2017,womensmarch womensmarchonwashington,-77.036700,38.895100,"Brooklyn, NY"
fd9b8dbcfdf9b9c9,unique_raptors,Sat Jan 21 20:43:06 +0000 2017,womensmarch,-77.023611,38.890000,
aa05674a74f83f40,theological_mutt,Sat Jan 21 20:42:41 +0000 2017,WomensMarch PussyGrabsBack StrongerTogether,-77.036700,38.895100,"Stockton, CA"
dee15b30bac7e36d,undeistical_xrayfish,Sat Jan 21 20:42:39 +0000 2017,womensmarch womensmarchonwashington,-77.023611,38.890000,NYC
c4dec330b8339697,presumptuous_wildebeast,Sat Jan 21 20:42:14 +0000 2017,womensmarch womensmarchonwashington strongertogether yeswecan pussygrabsback equality,-77.023611,38.890000,"Brooklyn, NY"
47482042bab89830,locustal_whippoorwill,Sat Jan 21 20:42:12 +0000 2017,wethepeople wagewellbeing womensmarch,-77.023611,38.890000,"New York, NY"
3b9d6b672807f3d7,ladylike_hake,Sat Jan 21 20:40:11 +0000 2017,womensmarch somanypeople thisisinsane,-77.023611,38.890000,"Washington, D.C."
7a4a55c449cb03c6,fittable_llama,Sat Jan 21 20:39:07 +0000 2017,womensmarch,-77.014593,38.889574,"San Francisco, CA"
32d28a8a10861c10,nonlegal_icelandichorse,Sat Jan 21 20:38:39 +0000 2017,WomensMarch womensMarchOnWashington LoveIsLove,-77.044626,38.896480,"Dallas, TX"
a4ba8ad073d47d33,dusky_polecat,Sat Jan 21 20:38:08 +0000 2017,womensmarchonwashington womensmarch,-77.023611,38.890000,"New York, USA"
6242cb7c7d5b2a20,relaxatory_swallowtailbutterfly,Sat Jan 21 20:33:06 +0000 2017,womensmarch,-77.014593,38.889574,"Los Angeles, CA"
c1062b1f9b9a451c,unreadable_ugandakob,Sat Jan 21 20:33:04 +0000 2017,,-77.014593,38.889574,"New Jersey, USA"
3d00f7a97191dbb5,squirearchal_amazonparrot,Sat Jan 21 20:32:56 +0000 2017,womensmarch,-77.023611,38.890000,"Rhinebeck, NY"
432f8728e4602c59,nondenominational_africanpiedkingfisher,Sat Jan 21 20:32:16 +0000 2017,womensmarch,-77.023611,38.890000,Upper West Side of East Village
89abcbbb94013538,presumptuous_wildebeast,Sat Jan 21 20:31:35 +0000 2017,womensmarch womensmarchonwashington strongertogether yeswecan pussygrabsback equality,-77.014593,38.889574,"Brooklyn, NY"
f4cde70d88fd1058,quasischolastic_pig,Sat Jan 21 20:31:06 +0000 2017,womensmarchonwashington womensmarch feminists nasty,-77.026652,38.889869,"Dover, NH"
1a75e99c9c994893,wellknotted_mangabey,Sat Jan 21 20:31:06 +0000 2017,womensmarch womensmarchonwashington sisepuede,-77.023611,38.890000,dc via long island
232b9dac1ecce171,flawless_gnatcatcher,Sat Jan 21 20:30:32 +0000 2017,womensmarchdc womensmarch,-77.023611,38.890000,"Brooklyn, New York"
ee991940d4708b3b,forgivable_viceroybutterfly,Sat Jan 21 20:27:44 +0000 2017,womensmarch womansmarchonwashington,-77.023611,38.890000,NYC/Germany/Milford PA
1ff9c9e535848cbc,presumptuous_wildebeast,Sat Jan 21 20:27:33 +0000 2017,womensmarch womensmarchonwashington strongertogether yeswecan pussygrabsback equality,-77.014593,38.889574,"Brooklyn, NY"
9ea228a4720d7f0d,presumptuous_wildebeast,Sat Jan 21 20:25:02 +0000 2017,womensmarch womensmarchonwashington strongertogether yeswecan pussygrabsback equality,-77.014593,38.889574,"Brooklyn, NY"
68fb4237fdbdd2e3,presumptuous_wildebeast,Sat Jan 21 20:23:24 +0000 2017,womensmarch womensmarchonwashington strongertogether yeswecan pussygrabsback equality,-77.014593,38.889574,"Brooklyn, NY"
04682435d3187a91,antimoralistic_pinkriverdolphin,Sat Jan 21 20:22:16 +0000 2017,womensmarch,-77.023611,38.890000,"New York, NY"
4d52dadbf062d1bc,comical_toadfish,Sat Jan 21 20:19:57 +0000 2017,WomensMarch,-77.023611,38.890000,"New York, USA"
f66a419a67e5d976,affluent_admiralbutterfly,Sat Jan 21 20:18:20 +0000 2017,alltheladies womensmarch,-77.023611,38.890000,"Chicago, IL"
3edd643405af4e47,comical_toadfish,Sat Jan 21 20:18:00 +0000 2017,WomensMarch,-77.036700,38.895100,"New York, USA"
d3f94877589a0491,symbolic_coyote,Sat Jan 21 20:17:47 +0000 2017,WomensMarchOnWashington WomensMarch NastyWoman StillWithHer ImWithHerAndHerAndHer,-77.023611,38.890000,"Washington, DC"
b60313d6c6b5ef08,agrostographic_eelelephant,Sat Jan 21 20:17:12 +0000 2017,WomensMarch,-77.014593,38.889574,"Raleigh, NC"
7db55fe2194d6c77,uptight_stonefly,Sat Jan 21 20:17:03 +0000 2017,womensmarch,-77.036700,38.895100,"Sydney, New South Wales"
16e7cb96ba66dc25,affluent_admiralbutterfly,Sat Jan 21 20:16:54 +0000 2017,womensmarch,-77.023611,38.890000,"Chicago, IL"
9bed87b897292c7e,wellknotted_mangabey,Sat Jan 21 20:16:32 +0000 2017,womensmarchonwashington womensmarch whyimarch thefutureisfemale sisepuede,-77.023611,38.890000,dc via long island
5a977bf6c132fa16,substantial_italianbrownbear,Sat Jan 21 20:16:27 +0000 2017,FUHaters nastywoman womensmarch maybeyourearslikedit,-77.023611,38.890000,"wherever i am, im prolly late"
9d88e32d3ae666eb,handwoven_atlanticbluetang,Sat Jan 21 20:16:16 +0000 2017,BigLebowski WomensMarch,-77.030087,38.890148,
926a5d632c32f7a4,affluent_admiralbutterfly,Sat Jan 21 20:16:14 +0000 2017,womensmarch,-77.023611,38.890000,"Chicago, IL"
22ac35d34d60e64c,theological_mutt,Sat Jan 21 20:16:12 +0000 2017,WomensMarch,-77.036700,38.895100,"Stockton, CA"
b2dc115c088c42dd,ethnic_admiralbutterfly,Sat Jan 21 20:15:10 +0000 2017,womensmarch,-77.023611,38.890000,"Lees Summit, MO"
e7ee22dba2ea3517,comical_toadfish,Sat Jan 21 20:14:58 +0000 2017,WomensMarch,-77.035483,38.897333,"New York, USA"
29cb225e0ba71482,handwoven_atlanticbluetang,Sat Jan 21 20:14:52 +0000 2017,WomensMarch,-77.023611,38.890000,
237b58d721f958b9,antimoral_marten,Sat Jan 21 20:14:45 +0000 2017,WomensMarch WhyIMarch IMarchFor,-77.023611,38.890000,New York City 
c20f6c83272af6d2,scribbophobic_cooter,Sat Jan 21 20:14:40 +0000 2017,womensmarch womensmarchonwashington,-77.023611,38.890000,"Greenbelt, Maryland"
d328392aa1ee4e8f,theological_mutt,Sat Jan 21 20:14:03 +0000 2017,WomensMarch,-77.036700,38.895100,"Stockton, CA"
a7ef5416e21da2d2,stormy_bluebreastedkookaburra,Sat Jan 21 20:13:41 +0000 2017,womensmarch,-77.028100,38.898300,"Queens, NY"
9e85dbad51dee867,exacerbated_mamba,Sat Jan 21 20:12:03 +0000 2017,womensmarch notmypresident,-77.023611,38.890000,
d640e47555665bc8,complexional_velvetworm,Sat Jan 21 20:11:58 +0000 2017,WomensMarch,-77.023611,38.890000,"New York, NY"
e4617df21704a262,clerical_erne,Sat Jan 21 20:11:55 +0000 2017,WomensMarch,-77.022210,38.892687,"Washington, DC"
cbe2b9331aab1b05,eaved_arizonaalligatorlizard,Sat Jan 21 20:11:55 +0000 2017,,-77.015300,38.887700,New York
2a606578ad5a0393,handwoven_atlanticbluetang,Sat Jan 21 20:11:46 +0000 2017,WomensMarch,-77.023611,38.890000,
0e3acd987f887caf,blowsy_frigatebird,Sat Jan 21 20:10:47 +0000 2017,womensmarchonwashington womensmarch humanrights dc washingtondc,-77.023611,38.890000,"Washington, DC"
cbf8c55783353aa0,handwoven_atlanticbluetang,Sat Jan 21 20:10:16 +0000 2017,WomensMarch EyeOfSauron,-77.023611,38.890000,
99f150d215428642,nonmonarchic_goose,Sat Jan 21 20:09:45 +0000 2017,womensmarch,-77.023611,38.890000,"Arlington, VA"
a7b8bde782e571aa,conventional_tarantula,Sat Jan 21 20:08:13 +0000 2017,WomensMarch,-77.030087,38.890148,"Lewes, DE    her/she"
3199cb52e222d5da,blowsy_frigatebird,Sat Jan 21 20:08:07 +0000 2017,womensmarchonwashington womensmarch history thedistrict dc humanrights,-77.023611,38.890000,"Washington, DC"
5f8a689d0f273d57,waterlocked_gallinule,Sat Jan 21 20:08:06 +0000 2017,womensmarch princesspower princessleia,-77.036700,38.895100,"Stuck on the N Train, Send Food"
4de91cf24f562e58,technocrat_horseshoecrab,Sat Jan 21 20:07:58 +0000 2017,keepyourlawsoffmy womensmarchonwashington march protest womensmarch love,-77.020253,38.889494,"(VA, USA)"
b26724d133da9caf,discrepant_gallinule,Sat Jan 21 20:07:36 +0000 2017,womensmarchofwashington women womensmarch womenempowerment fucktrump,-77.036700,38.895100,"Stockholm, Sweden"
3ca5aa46914fd182,blithesome_intermediateegret,Sat Jan 21 20:07:14 +0000 2017,womensmarch,-77.036700,38.895100,
14570e2d5511fa5b,unkind_groundbeetle,Sat Jan 21 20:07:00 +0000 2017,womensmarch,-77.036700,38.895100,
97cc6edaa94508d0,blocky_iberianmole,Sat Jan 21 20:06:52 +0000 2017,pinkhat womensmarch womenfortrump,-77.014593,38.889574,The Palm Beaches•SoCal•NYC•DC
70d44c79b9f86a73,grassy_crane,Sat Jan 21 20:05:35 +0000 2017,whyimarch womensmarch lesleyknope,-77.023611,38.890000,"Baltimore, MD"
928aedbc8d9802e6,blithesome_intermediateegret,Sat Jan 21 20:05:09 +0000 2017,womensmarch,-77.036700,38.895100,
3f147fefb6a9e278,eucalyptic_toad,Sat Jan 21 20:05:04 +0000 2017,madonna womensmarchonwashington womensmarch womensmarch2017 msnbclive msnbc,-77.023611,38.890000,"OLATHE, KS, USA"
06331464903686ec,neofascist_gelada,Sat Jan 21 20:03:59 +0000 2017,womensmarch DClove DCpride,-77.005928,38.889812,"Hyattsville, MD"
d779ab8d0016ba34,blithesome_intermediateegret,Sat Jan 21 20:03:56 +0000 2017,99problems womensmarch,-77.036700,38.895100,
583a354acff0147e,conventional_tarantula,Sat Jan 21 20:01:29 +0000 2017,WomensMarch,-77.014593,38.889574,"Lewes, DE    her/she"
c92163f6deb0b80a,chief_graywolf,Sat Jan 21 20:01:14 +0000 2017,WomensMarch,-77.023611,38.890000,"Manhattan, NY"
915c4b7b7cf93d3c,blowsy_frigatebird,Sat Jan 21 20:00:53 +0000 2017,womensmarchonwashington womensmarch thedistrict dc history,-77.023611,38.890000,"Washington, DC"
5100dd48cede94bf,regardable_bluet,Sat Jan 21 19:58:04 +0000 2017,womensmarchonwashington womensmarch,-77.017061,38.887665,
6e0a985be1293c90,blocky_iberianmole,Sat Jan 21 19:58:00 +0000 2017,sport womensmarch,-77.023611,38.890000,The Palm Beaches•SoCal•NYC•DC
979652431372a649,trogonoid_capeghostfrog,Sat Jan 21 19:57:58 +0000 2017,womensmarch,-77.023611,38.890000,"Atlanta, GA"
5e29ab74a2578bf5,hyperscholastic_mongrel,Sat Jan 21 19:57:55 +0000 2017,tinyactivist womensmarch cleanairmomsmarch,-77.023611,38.890000,
b920b66cbcd2f5c3,matrilateral_mantid,Sat Jan 21 19:57:46 +0000 2017,womensmarchonwashington washingtondc womensmarch gaysagainstguns,-77.023611,38.890000,"New York, NY"
b0c1e07db3a61bc1,nonmythological_metalmarkbutterfly,Sat Jan 21 19:56:37 +0000 2017,womensmarch equality foryounggirls standupforyourrights,-77.023611,38.890000,DMV
8f472e7317cdf0a6,original_axolotl,Sat Jan 21 19:56:11 +0000 2017,FDT womensmarch womensmarchonwashington,-77.027228,38.894106,DC by way of NC
16e99914197f9851,subalgebraic_iberianemeraldlizard,Sat Jan 21 19:54:52 +0000 2017,womensmarch,-77.036700,38.895100,Brasil
fc2e471418d42dc9,original_axolotl,Sat Jan 21 19:54:47 +0000 2017,womensmarch,-77.014593,38.889574,DC by way of NC
d26f60b893f0c6fa,yellowbellied_dog,Sat Jan 21 19:53:45 +0000 2017,signs womensmarch resist,-77.023611,38.890000,"Venice, CA"
dbf84ee3de4cf162,yellowbellied_dog,Sat Jan 21 19:53:12 +0000 2017,signs womensmarch resist,-77.023611,38.890000,"Venice, CA"
7abb9bba0edc7ac8,preglacial_leech,Sat Jan 21 19:52:58 +0000 2017,,-77.015300,38.887700,BROOKLYN!
ee0a593a200430ed,grownup_annelida,Sat Jan 21 19:52:33 +0000 2017,dontbeadick womensmarch dc,-77.007036,38.889730,New York
9216ef7e09c004c8,easternmost_blackwidowspider,Sat Jan 21 19:51:51 +0000 2017,womensmarch marchonwashington,-77.023611,38.890000,"Boston, MA"
4652c4c9e44cd798,blowsy_frigatebird,Sat Jan 21 19:50:51 +0000 2017,womensmarch womensmarchonwashington washingtondc history thedistrict,-77.036700,38.895100,"Washington, DC"
87837c0a55bfe6df,teeny_scorpion,Sat Jan 21 19:50:30 +0000 2017,womensmarchonwashington,-77.023611,38.890000,DMV area
f989c6a7cda77ce4,seagreen_yosemitetoad,Sat Jan 21 19:50:16 +0000 2017,WomensMarch WhyIMarch Resist,-77.023611,38.890000,NYC
b84edf763ea9f738,culm_anura,Sat Jan 21 19:50:17 +0000 2017,womensmarchonwashington womensmarch dc doyouhearthepeople whitehouse,-77.036667,38.895111,"Annapolis, MD"
99fa3e3e0b45e320,regardable_bluet,Sat Jan 21 19:48:44 +0000 2017,womensmarchonwashington womensmarch whyimarch veteran femaleveteran equality humanrights,-77.017061,38.887665,
4b43c1b3e991352e,savourless_serpent,Sat Jan 21 19:48:11 +0000 2017,whyimarch womensmarch 36strong,-77.014593,38.889574,New York 
772dc550318fd1fc,raggletaggle_amazondolphin,Sat Jan 21 19:48:06 +0000 2017,,-77.037336,38.901815,"Washington, DC"
ff2b287a1a35f0b2,savourless_serpent,Sat Jan 21 19:47:36 +0000 2017,womensmarch whyimarch 36strong,-77.014593,38.889574,New York 
53d3c44902ab3c81,viperine_hen,Sat Jan 21 19:47:30 +0000 2017,womensmarch,-77.014593,38.889574,Bookangelayee@gmail.com
ab38018e89b5c439,overburdened_minnow,Sat Jan 21 19:47:04 +0000 2017,womensmarch whyimarch,-77.023611,38.890000,
d0f396d6fb3adafa,regardable_bluet,Sat Jan 21 19:46:32 +0000 2017,womensmarchonwashington womensmarch whyimarch veteran femaleveteran equality humanrights,-77.017061,38.887665,
cbcb45c06a33cecf,instant_lemur,Sat Jan 21 19:46:01 +0000 2017,womensmarch,-77.036700,38.895100,"Chicago, IL"
b34ada04e0f107f2,skilled_sheep,Sat Jan 21 19:44:55 +0000 2017,womensmarch,-77.036700,38.895100,
dd57e374e970dc14,convenable_flycatcher,Sat Jan 21 19:44:05 +0000 2017,womensrightsarehumanrights,-77.023611,38.890000,"Washington, DC"
ed3ac2476fbd86eb,waterlocked_gallinule,Sat Jan 21 19:40:48 +0000 2017,womensmarch mybodymychoice,-77.036700,38.895100,"Stuck on the N Train, Send Food"
26c6a09e0fb88327,rainbowy_triceratops,Sat Jan 21 19:40:02 +0000 2017,WomensMarch,-77.019415,38.892616,"near Washington, DC"
ebde189f0eb5269f,elegant_canadagoose,Sat Jan 21 19:36:46 +0000 2017,womensmarch,-77.023611,38.890000,"Greenwich, CT & Bristol, ME"
0ee339640bf167cd,katatonic_molly,Sat Jan 21 19:35:39 +0000 2017,babygiddy gidjuni womensmarch womenmarchdc,-77.023611,38.890000,"Philadelphia, PA"
6077d79b2c762542,hungry_blackfish,Sat Jan 21 19:33:27 +0000 2017,womensmarch pussyhats,-77.014593,38.889574,"Fairfax, VA"
cf6733f4e86632ac,bardish_stork,Sat Jan 21 19:32:37 +0000 2017,womensmarch resist notmypresident,-77.023611,38.890000,"Washington, DC"
c42ce30c225a24ee,prepsychological_quagga,Sat Jan 21 19:31:16 +0000 2017,womensmarch,-77.023611,38.890000,"Minnetrista, MN"
17c841ca7970753f,unnoteworthy_gordonsetter,Sat Jan 21 19:30:27 +0000 2017,womensmarch,-77.023611,38.890000,"Rockville, MD"
4e4f615e4477b8c0,recidivistic_thrip,Sat Jan 21 19:30:24 +0000 2017,womensmarch,-77.023611,38.890000,"Washington, DC"
48ad1010171e831c,blowsy_frigatebird,Sat Jan 21 19:28:03 +0000 2017,thedistrict washingtondc history womensmarch,-77.023611,38.890000,"Washington, DC"
4934917aae2b95cc,wizardly_mustang,Sat Jan 21 19:26:47 +0000 2017,womensmarchonwashington womensmarch womensmarch2017 nastywoman,-77.023611,38.890000,"Boston, MA"
7159d16a81f498eb,wizardly_mustang,Sat Jan 21 19:26:24 +0000 2017,womensmarchonwashington womensmarch womensmarch2017 nastywoman,-77.023611,38.890000,"Boston, MA"
fa82dfa3c4f1b5fd,piteous_springpeeper,Sat Jan 21 19:25:43 +0000 2017,womensmarch,-77.023611,38.890000,Brooklyn
